;Локальная тема;Описание
1350;Неубранная дворовая территория;Уже несколько дней наблюдаю мусор под окнами дома. Дворник этот мусор не видит?
1351;Ненадлежащий уход за зелеными насаждениями во дворе;
1352;Неубранная дворовая территория;Валяются спиленные ветки и деревья с июля. Просьба убрать территорию вокруг дома
1353;Ненадлежащий уход за зелеными насаждениями во дворе;Завалилось дерево
1354;Ненадлежащий уход за зелеными насаждениями во дворе;20/08/2020 в 16 00 возле дома 22 по малой филевской осуществлялся покос газонов запрещенным способом с применением триммера, что нарушает постановление Москвы №743-ПП от 10/09/2002. прошу привлечь к административной ответственности организацию, осуществляющую покос газонов возле 22 дома и предотвратить дальнейшие нарушения
1355;Ненадлежащий уход за зелеными насаждениями во дворе;
1356;Ненадлежащий уход за зелеными насаждениями во дворе;Отсутствует санитарная обрезка засохших ветвей!
1357;Ненадлежащий уход за зелеными насаждениями во дворе;За два месяца так и не привели газон возле подьезда в надлежащее состояние. Крапива стала только выше. Жаль, что Вы отклонили предыдущее обращение по этому вопросу.
1358;Ненадлежащий уход за зелеными насаждениями во дворе;Отсутствует санитарная обрезка засохших ветвей!
1359;Ненадлежащий уход за зелеными насаждениями во дворе;Отсутствует газон. Засеять
1360;Ненадлежащий уход за зелеными насаждениями во дворе;В клумбе отсутствуют цветы!
1361;Ненадлежащий уход за зелеными насаждениями во дворе;Отсутствует санитарная обрезка засохших ветвей!
1362;Ненадлежащий уход за зелеными насаждениями во дворе;
1363;Ненадлежащий уход за зелеными насаждениями во дворе;
1364;Ненадлежащий уход за зелеными насаждениями во дворе;
1365;Ненадлежащий уход за зелеными насаждениями во дворе;Ответ снова не соответствует фактам. Вместо работ по восстановлению оставили неплодородный грунт, в котором ничего не растет. Бросили по горсти нового грунта в паре мест и несколько куч злаков (хотя по реестру покров луговой). Оставили не восстановленные участки и неровности и углубления прямо напротив подъездов, хотя место показали работникам.
1366;Ненадлежащий уход за зелеными насаждениями во дворе;Предлагаю не дожидаться зимы, когда снег ещё сильнее нагнет ветви дерева, которые будут ломать проезжающие машины и устранить возможную угрозу слома сильно наклоненных ветвей на тротуар. Самопроизвольно образованные арки из ветвей деревьев над пешеходной частью дороги должны быть или чем то укреплены или своевременно устранены.
1367;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
1368;Работы не выполнены или выполнены частично;Сломана детская площадка
1369;Некачественное содержание малых архитектурных форм;Ненадлежащее содержание фонтана в парке рядом с д.27 ул. Флотская и библиотекой им. Короленко.
1370;Некачественное содержание малых архитектурных форм;Вагоноремонтная 13. Просьба заменить мусору на площадке, где стоят скамейки.
1371;Ненадлежащий уход за зелеными насаждениями во дворе;Сюда ни кто не завозил землю и не сожал семена 
1372;Брошенный разукомплектованный автомобиль во дворе;Прямо на выезде из двора между домами Байкальская 18 к.1 и 18 к.3 брошен грузовой автомобиль. Мешает проезду, автомобили не могут разъехаться, большие автомобили не могут даже проехать.
1373;Ненадлежащий уход за зелеными насаждениями во дворе;
1374;Неисправность элементов освещения во дворе;У опоры освещения отсутствует плафон!
1375;Ненадлежащий уход за зелеными насаждениями во дворе;
1376;Некачественное содержание детской площадки;Ненадлежащее содержание детской площадки: несоответствие требованиям безопасности. Покрытие площадки травмоопасно: в выбоинах. Прилегающее пространство к песочнице засыпано песком. Конструктивные элементы (указатели с информационнами табличками не закреплены, качаются, в любую минуту могут упасть.). Устраните проблему.
1377;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
1378;Некачественное содержание детской площадки;
1379;Некачественное содержание детской площадки;Качели на площадке грязные, покрыты липким слоем 
1380;Несвоевременное восстановление благоустройства территории после разрытий;Выполнено благоустройство из грунта с включением ж.б. боя.
1381;Некачественное содержание детской площадки;Крыша горки на детской площадке у 4 подъезда от старости вся расслоилась , треснула и может упасть детям на головы . Прошу заменить и покрасить в красный цвет данный элемент конструкции .
1382;Некачественное содержание детской площадки;"По фотографиям видно что используется не просеянный и некачественный песок в песочнице Согласно СНиП III-10-75 «Благоустройство территории» пункту 8.8 ""В песке песочниц детских площадок не должно быть примесей зерен гравия, ила и глины. Для песочниц следует применять просеянный мытый речной песок. Применение горного песка не допускается."" "
1383;Некачественное содержание детской площадки;Прошу починить
1384;Ненадлежащий уход за зелеными насаждениями во дворе;Полностью высохший искусственный газон. 
1385;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Между 3 и 5 домом потрескавшийся асфальт и ямы, в которых образуются постоянно огромные лужи после дождя
1386;Ненадлежащий уход за зелеными насаждениями во дворе;
1387;Некачественное содержание спортивной площадки;Острые зломаные края на детали калитки у спорт площади
1388;Неубранная дворовая территория;
1389;Наличие опасно выступающих элементов во дворе;
1390;Брошенный разукомплектованный автомобиль во дворе;Здравствуйте, на маленькой дорожке, за домом 154, через газан от магазина Пятерочка, стоит давно брошенный автомобиль с разбитыми стеклами. Фото прилагаю Просьба убрать остатки автомобиля. Заранее спасибо
1391;Ненадлежащий уход за зелеными насаждениями во дворе;Повреждение газонного ограждение привело к вытаптыванию газона.
1392;Некачественное содержание детской площадки;На детской площадке для малышей сломана песочница, торчат гвозди, необходимо починить.
1393;Поврежденные искусственные дорожные неровности во дворе;Необходимо убрать выступающие деформированные анкера
1394;Брошенный разукомплектованный автомобиль во дворе;
1395;Неисправность элементов освещения во дворе;У опоры освещения отсутствует плафон!
1396;Ненадлежащий уход за зелеными насаждениями во дворе;Не убран строительный мусор после установки бортового камня. Просьба убрать строительный мусор, сделать культивацию, подсыпать плодородный грунт, посеять семена.
1397;Брошенный разукомплектованный автомобиль во дворе;
1398;Наличие опасно выступающих элементов во дворе;Необходимо демонтировать или срезать остатки трубы - рядом детская площадка
1399;Ненадлежащий уход за зелеными насаждениями во дворе;
1400;Ненадлежащий уход за зелеными насаждениями во дворе;Прошу организовать удаление сломанной ветки.
1401;Некачественное содержание спортивной площадки;На спортивной площадке отсутствует часть конструкций, брусья прогнили и шатаются.
1402;Работы не выполнены или выполнены частично;
1403;Работы выполнены с ненадлежащим качеством;Добрый день, просили положить асфальт ( а не кусками заделывать) вокруг дома так как везде одни ямы, в итоге что мы получили бросили сверху кусок даже не закатали нормально, это что за безобразие такое, как так вообще можно было сделать и за это еще и отчитаться. Уже везде в нашем квартале поменяли асфальт и бордюры, а про наш дом забыли. 
1404;Ненадлежащий уход за зелеными насаждениями во дворе;Прошу провести санитарную обрезку сухих веток возле 1-го подъезда дома
1405;Ненадлежащий уход за зелеными насаждениями во дворе;Около бойлерной и дома 11к1 плохо покосили,половину сделали,половину бросили,выглядит ужасно. Прошу исправить.
1406;Некачественное содержание детской площадки;Качели установлены опасно, напротив них стоит лавочка очень близко, люди сидящие на ней с детьми постоянно встревожены тем, что кто то попадёт под качели и удариться, так же горка напротив них близко и карусель.... Большая просьба перенести качели в другое место площадки, детям очень нравятся, но все бояться, что чей то ребёнок попадёт под них
1407;Ненадлежащий уход за зелеными насаждениями во дворе;Частично отсутствует травяной покров!
1408;Некачественное содержание детской площадки;Некачественный ремонт детских качелей
1409;Некачественное содержание детской площадки;Сломаны качели.
1410;Некачественное содержание спортивной площадки;Спортивная площадка в ужасном состоянии: - сломана дверь - мусор, уборка не проводилась - повреждено покрытие
1411;Некачественное содержание малых архитектурных форм;
1412;Просадка люка/незакрытый люк во дворе;
1413;Ненадлежащий уход за зелеными насаждениями во дворе;Частично отсутствует травяной покров!
1414;Просадка люка/незакрытый люк во дворе;Во дворе просадка люка, что несёт БОЛЬШУЮ опасность!!!!
1415;Некачественное содержание детской площадки;Просьба заменить на другую карусель, тут все уже сгнило, гвозди торчат !!!
1416;Ненадлежащий уход за зелеными насаждениями во дворе;
1417;Ненадлежащий уход за зелеными насаждениями во дворе;Здравствуйте, на газонах между 1 и2, и 2 и 3 подъездами практически полностью отсутствует травяной покров. Просьба привести в порядок придомовые газоны. Спасибо
1418;Некачественное содержание малых архитектурных форм;Некачественно покрашенные скамейки во дворе!!!!
1419;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Наличие ям во дворе!!!
1420;Работы не выполнены или выполнены частично;асфальт снят перед подъездом и на дорогах вокруг дома в начале июля, так и не положен.
1421;Ненадлежащий уход за зелеными насаждениями во дворе;Частично отсутствует травяной покров!
1422;Неубранная дворовая территория;
1423;Повреждение бордюров во дворе;Во дворе разбит бордюр!!!
1424;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
1425;Некачественное содержание детской площадки;Карусель не работает уже давно. Обещали поменять, в итоге поменяли то что и так работало, а карусель так и не починили!
1426;Размещение мусорных контейнеров с нарушением норм;Помойка на проезжей части переулка.
1427;Поврежденные искусственные дорожные неровности во дворе;После замены асфальтобетонного покрытия забыли идн, которые до этого были, назад не положили! Устраните проблему 
1428;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Возле вход.. яма с асфальтом выровнять надо
1429;Просадка люка/незакрытый люк во дворе;
1430;Некачественное содержание детской площадки;Требуется восстановить веревочные канаты на одном из элементов площадке, а также проверить дополнительно исправность и безопасность площадке
1431;Ненадлежащий уход за зелеными насаждениями во дворе;В клумбах опять отсутствуют цветочки. Фото - 18.08.20
1432;Некачественное содержание малых архитектурных форм;Прошу окрасить клумбу! Краска отшелушивается
1433;Некачественное содержание детской площадки;Разрисованные элементы детской площадки 
1434;Ненадлежащий уход за зелеными насаждениями во дворе;Здравствуйте! Зачем косить траву, если её потом не убирают, она гниет/сохнет и газон похож на мусорную кучу?!( 
1435;Реклама на дорожном покрытии во дворе;По всей улице Бочкова тротуары разрисованы рекламой хостела.
1436;Повреждение ограждений газонов;
1437;Ненадлежащий уход за зелеными насаждениями во дворе;
1438;Брошенный разукомплектованный автомобиль во дворе;Данный автомобиль стоит уже второй год без движения. Именно в этих парковочных карманах очень часто отстаиваются битые автомобили.
1439;Ненадлежащий уход за зелеными насаждениями во дворе;Прошу принять меры и удалить мешающие ветки около подъезда номер 2
1440;Повреждение лестницы во дворе;
1441;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Асфальт времён постройки дома, уже в ужасном состоянии.
1442;Отсутствие урн в положенных местах;
1443;Ненадлежащий уход за зелеными насаждениями во дворе;Дерево лежащее на окнах МКД со стороны 4-го подъезда. При сильном порыве ветра есть угроза повреждение окон в МКД.
1444;Повреждение ограждений газонов;
1445;Неубранная дворовая территория;Прошу убрать дворовую территорию от 1-го под'езда по дороге параллельно ограждению детской площадки.
1446;Повреждение бордюров во дворе;Прошу принять меры и восстановить бордюр около магазина Пятёрочка 
1447;Ненадлежащий уход за зелеными насаждениями во дворе;Газон заезжан!
1448;Некачественное содержание детской площадки;МАФы повреждены и являются опасными для здоровья детей!
1449;Неубранная дворовая территория;сзади дома,под окнами подьезд №4- мусор не убирается больше недели!!!
1450;Ненадлежащий уход за зелеными насаждениями во дворе;Трава скошеная не убрана.
1451;Ненадлежащий уход за зелеными насаждениями во дворе;
1452;Некачественное содержание спортивной площадки;Порвана сетка. Спортплощадка, в районе 2 под
1453;Ненадлежащий уход за зелеными насаждениями во дворе;4 дерева у дома нуждаются в обрещке сузиз веток
1454;Неубранная дворовая территория;
1455;Реклама на дорожном покрытии во дворе;Закрасьте незаконную рекламу в глубине двора на тротуаре
1456;Ненадлежащий уход за зелеными насаждениями во дворе;
1457;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Требуется проведение капитального устройства асфальта от края до края, с подушкой, чтобы устранить провал у входной группы
1458;Отсутствие песка в песочнице во дворе;Добавить песок в песочницу 
1459;Неубранная дворовая территория;Между 5 и 6 подъездами третий день валяется мертвый полуразложившийся голубь.
1460;Некачественное содержание спортивной площадки;Сетка на двух воротах опять отрывается.
1461;Ненадлежащий уход за зелеными насаждениями во дворе;
1462;Ненадлежащий уход за зелеными насаждениями во дворе;Выросли какие-то сорняки и теперь их никто не косит ( 
1463;Ненадлежащий уход за зелеными насаждениями во дворе;Прошу спилить лишние ветки, деревья упадут на машины при первом урагане. Так же они царапают автомобили.
1464;Повреждение бордюров во дворе;Выбит бордюр вдоль проезжей части.
1465;Некачественное содержание малых архитектурных форм;
1466;Неубранная контейнерная площадка/переполнение контейнеров;
1467;Ненадлежащий уход за зелеными насаждениями во дворе;
1468;Неубранная дворовая территория;Мусор лежит уже неделю. 
1469;Некачественное содержание детской площадки;
1470;Ненадлежащий уход за зелеными насаждениями во дворе;Здравствуйте. Обратите внимание!!! Необходимо обрезать сухие ветки и не сухие некоторые, во дворе дома Дмитровское шоссе 43/1. Особенно по периметру тротуарной дорожки !!! Голуби сидя на сухих ветках загадили дорожку тротуара! А также проезжую и машины! Просим обрезать ( подрезать)деревья по периметру пешеходной дорожки и проезжей части 
1471;Некачественное содержание детской площадки;
1472;Неубранная контейнерная площадка/переполнение контейнеров;Контейнеры закрыты. На площадке мусор и тряпки.
1473;Ненадлежащий уход за зелеными насаждениями во дворе;Слева от дома полностью отсутствовала трава, но несколько недель назад на половину территории привезли чёрную плодородную землю и засыпали газоном. Но на второй половине территории всё также лысо, как и было. Необходимо засыпать плодородную землю и посеять газон на всей территории.
1474;Наличие опасно выступающих элементов во дворе;"С торца дома со стороны магазина ""Шаг к пятерке"" два выступающих металлических эдемента, представляющих опасность для пешеходов."
1475;Неубранная контейнерная площадка/переполнение контейнеров;
1476;Ненадлежащий уход за зелеными насаждениями во дворе;Трава уже давно вся проросла. Но посеяли не везде. Пропустили много участков. А где проросла, там она очень редкая. Это нельзя назвать газоном. И такая ситуация по периметру всего дома.
1477;Ненадлежащий уход за зелеными насаждениями во дворе;
1478;Повреждение бордюров во дворе;Выбит бордюр вдоль проезжей части.
1479;Ненадлежащий уход за зелеными насаждениями во дворе;Около дома находятся деревья с большими сухими ветками, на некоторых деревьях ветки уже сломались от ветра и висят, в скором времени могут упасть на человека или автомобиль. Я прошу вызвать дендролога или иного специалиста, занимающегося вопросами трухлявых деревьев для определения какие деревья надо спилить. 
1480;Ненадлежащий уход за зелеными насаждениями во дворе;Прошу выполнить работы по высадке цветов!
1481;Некачественное содержание малых архитектурных форм;После демонтажа двух лавочке остались острые выперающие элементы просьба на эти выперающие элементы установить лавки
1482;Ненадлежащий уход за зелеными насаждениями во дворе;
1483;Ненадлежащий уход за зелеными насаждениями во дворе;
1484;Повреждение лестницы во дворе;Все лестницы у дома в средневековом состоянии. 3-й Митинский переулок д.1
1485;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
1486;Ненадлежащий уход за зелеными насаждениями во дворе;Покос выполняется с грубыми нарушениями - скошенная трава оставлена и гниет, образуются проплешины, полив не производился, в результате покров пожелтел. Контроля нет.
1487;Неубранная дворовая территория;Долгое время не убирается территория парковочное зоны возле дома по адресу: ул. Никулинская, 11 На территории имеются лесные насаждения! Каждый, кому лень подойти к урне и выбросить за собой мусор, выбрасывают прямо на траву! Это свинство длится ни один год! В большей степени этого беспорядок создают люди, которые не проживают по адресу выше!
1488;Ненадлежащий уход за зелеными насаждениями во дворе;
1489;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
1490;Ненадлежащий уход за зелеными насаждениями во дворе;Наличие сухих ветвей на деревьях, на дворовой территории и над детскими площадками. Переодически сухие ветви падают с деревьев, что может привести к травмированию ребёнка. 
1491;Несвоевременное восстановление благоустройства территории после разрытий;разрыт котлован и брошен
1492;Ненадлежащий уход за зелеными насаждениями во дворе;Прошу засеять газон 
1493;Ненадлежащий уход за зелеными насаждениями во дворе;Восстановите газон
1494;Неубранная контейнерная площадка/переполнение контейнеров;
1495;Несвоевременное восстановление благоустройства территории после разрытий;
1496;Отсутствие урн в положенных местах;
1497;Наличие опасно выступающих элементов во дворе;Ну демонтировали асфальт на детской площадке
1498;Брошенный разукомплектованный автомобиль во дворе;Данный автомобиль стоит перед подъездом более года без движения
1499;Неубранная дворовая территория;
1500;Повреждение бордюров во дворе;Прошу заменить бордюрный камень на новый , и пройти вокруг дома посмотреть какие ещё сломаны их тоже заменить , чтобы несколько сообщений не отправлять , так как фото можно только 5 выложить . 
1501;Неисправность элементов освещения во дворе;Мигает неисправный фонарь у дома по улице Старый Гай 8ж
1502;Некачественное содержание малых архитектурных форм;Это уже 4 жалоба. Вы так халтурно все делаете, что столбы пропадают уже через день. На фотографии видел что столбы ОПЯТЬ ОТСУТСВУЮТ, а остальные плохо закреплены. Почему нельзя сразу нормально все сделать? Ну если хотите вы будите каждую неделю получать заявки из за своей халтурной работы 
1503;Ненадлежащий уход за зелеными насаждениями во дворе;Во время одной из многочисленных гроз в течении этого лета с дерева упала большая ветка. Дерево начало сохнуть и высохло больше месяца назад. До сих пор его никто не срубает. Дерево стоит непосредственно перед входом во 2 подъезд на Рогова 18 корпус 1 и представляет реальную опасность, учитывая наступающее осеннее ненастье. 
1504;Ненадлежащий уход за зелеными насаждениями во дворе;После того,как осенью стали убирать опавшие листья,по Юным Ленинцам такая картина два года назад везде росла трава.биологию и смысл опавшей листвы правительство учило?
1505;Неубранная контейнерная площадка/переполнение контейнеров;
1506;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Сообщаю, что на ул. Моршанская и вокруг домов 3 к.1, 2 к.1, требуется полная замена асфальта, который ремонту не подлежит, весь в трещинах с перепадами, старых заплатах, дырах, ехать нормально уже невозможно. Прикладываю некоторые фото. Асфальт весь такой.
1507;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);03 февраля 2020 года было направлено сообщение 24714365. из всех выбоин и ям успели сделать один участок. перенесли объем работ на весну. На данный момент количество ям , выбоин увеличивается. ремонт территории от проезжей части до въезда на территорию жилого дома не выполнен.
1508;Ненадлежащий уход за зелеными насаждениями во дворе;Присутствуют места и с полным отсутствием трав. покрова, и с частичным отсутствием его. 
1509;Повреждение ограждений газонов;Демонтируйте сломанное ограждение
1510;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);При повторном прикреплении к асфальту металлоконструция была сдвинута в сторону, при этом оставлены не заделанными выщерблины в асфальте от прежних креплений. Просьба устранить проблему.
1511;Неубранная дворовая территория;
1512;Ненадлежащий уход за зелеными насаждениями во дворе;По периметру парковки ветви будут обломаны жителями, по моим наблюдениям, т к. во время дождя и снегопада под тяжестью воды лягут на крыши машин. Просьба удалить мешающие автовладельцам ветви и уберечь деревья.
1513;Брошенный разукомплектованный автомобиль во дворе;Машина брошена, в момент подъезда пожарной службы 04.04.2020г. создала препятствие для тушения возгорания. С 19.08.2020г. машина имеет свободный доступ в салон - см. приложенные фотографии. Прошу принять меры для эвакуации данного автомобиля с придомовой территории.
1514;Неубранная дворовая территория;Добрый день!на ветках деревьев уже не первый месяц лежит мусор и гнеет.просьба срезать ветки деревьев
1515;Неубранная дворовая территория;Некачественная уборка территории. 
1516;Неубранная дворовая территория;Сухие ветки, мусор уже неделю лежат на газоне, в зоне цветника (на углу дома со стороны подъезда 2)
1517;Несвоевременное восстановление благоустройства территории после разрытий;
1518;Ненадлежащий уход за зелеными насаждениями во дворе;Ввиду характера почв (песок, суглинок) на придомовой территории растения не приживаются, в связи с чем собственными силами благоустроить газон не удаётся. Просим оказать содействие в благоустройстве данного участка земли, провести необходимую подсыпку плодородного грунта и посадку газонных растений. По данному вопросу уже обращались 7 марта 2020г.
1519;Ненадлежащий уход за зелеными насаждениями во дворе;Просьба удалить коряги вблизи тротуара, ведущего к салону красоты
1520;Брошенный разукомплектованный автомобиль во дворе;
1521;Просадка люка/незакрытый люк во дворе;Прошу заделать яму 
1522;Работы выполнены с ненадлежащим качеством;При установке новых бордюров у тротуара возле дома используют битые элементы (отбитые края у бордюрного камня)
1523;Работы не выполнены или выполнены частично;Непонятно собрана детская горка. Отсутствует крыша. Отсутствие крыши означает общую шаткость и неустойчивость конструкции. Просьба исправить либо предоставить техническую документацию по данной горке.
1524;Ненадлежащий уход за зелеными насаждениями во дворе;Просьба удалить сухие, сломанные ветки дерева
1525;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Яма на дворовой территории. Затруднён проход с колясками
1526;Повреждение лестницы во дворе;Лестница сгнила полностью, опасно ходить.
1527;Неубранная дворовая территория;Необходима уборка детской площадки от мусора. Ежедневно на этой площадке не производится уборка мусора, прошу обратить внимание. Спасибо.
1528;Наличие опасно выступающих элементов во дворе;Рядом с детской и спортивной площадкой торчит силовой кабель, на фотографии справа под деревом, за деревом находится дом 25к1 по Мичуринском у проспекту
1529;Ненадлежащий уход за зелеными насаждениями во дворе;Деревья не обработаны, подрезка не производилась, имеются голые ветки, которые торчат из крон. Палисадник выглядит не ухоженно. Орешник уже нависает над дорогой.
1530;Брошенный разукомплектованный автомобиль во дворе;Гнилой автомобиль с мусором на стоянке за площадкой для выгула собак.
1531;Некачественное содержание детской площадки;Хочу сообщить что песок находиться в грязном состаяние т.к дворник сгребает весь мусор в блези песочницы в том числе и из по лавочек, с песком в перемешку, и бросает его обратно в песочницу.
1532;Ненадлежащий уход за зелеными насаждениями во дворе;
1533;Неубранная дворовая территория;По всему дому. Опасно для детей...и не только.спасибо 
1534;Некачественное содержание детской площадки;Не крутится карусель.
1535;Наличие опасно выступающих элементов во дворе;За домом
1536;Некачественное содержание малых архитектурных форм;не закреплены гайкой элементы лавочки, не одна.
1537;Некачественное содержание детской площадки;Каждый день всю пыль и грязь вокруг песочницы сгребают и слетают в ресочницу. Бычки, мусор, ветки
1538;Ненадлежащий уход за зелеными насаждениями во дворе;Ветвь дуба мешает и проходу и парковке
1539;Некачественное содержание детской площадки;На детской площадке срезали канат и остался опасно выступающий элемент. Просьба срочно исправить. Большая вероятность получить травму.
