;Локальная тема;Описание
1316;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;пень!55.7655639 37.7051167
1317;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Прошу устранить яму на тротуаре размером метр на 2 метра, глубиной 30 см
1318;Нечитаемые дорожные знаки;Нечитаемые знаки из-за зеленых насаждений.
1319;Нечитаемые дорожные знаки;Обзор знака затруднен из-за зеленых насаждений.
1320;Поврежденные/неправильно установленные дорожные знаки;Дорожные знаки должны корректно информировать участников дорожного движения.
1321;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Провалился люк
1322;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Добрый день. Теперь понятно почему по дороге течёт вода. А куда ей ещё даётся? Если Водостоки забиты асфальтом!!!!! 
1323;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просел люк.
1324;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;На Старом Петровско-Разумовском проезде 15/17 не убрана трава после покоса.
1325;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просел люк.
1326;Неубранная проезжая часть/тротуар;ненадлежащее состояние и содержание территории! 
1327;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Просьба восстановить целостность асфальтового покрова.
1328;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Неровное дорожное покрытие в правом ряду, если ехать ОТ (!) Каширского шоссе. Заплатка на заплатке, выбоины и просадки асфальта.
1329;Нечитаемые дорожные знаки;Обзор знака затруднен из-за зеленых насаждений.
1330;Нечитаемые дорожные знаки;Обзор знака затруднен из-за зеленых насаждений.
1331;Нечитаемые дорожные знаки;Нечитаемые знаки из-за зеленых насаждений.
1332;Неисправность элементов освещения на проезжей части/тротуаре;грязные фонари.
1333;Неисправность элементов освещения на проезжей части/тротуаре;Не горят 2 фонаря ,пожалуйста почините)
1334;Нечитаемые дорожные знаки;Нечитаемые знаки из-за зеленых насаждений.
1335;Наличие опасно выступающих элементов на проезжей части/тротуаре;Опасно выступающий из грунта остаток старой опоры контактной сети трамвая.
1336;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1337;Реклама на дорожном покрытии;У выхода из метро реклама
1338;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Недавно высаженный кустарник и без того редкий весь поломали, часть засохло. Прошу восстановить кустарник по всему периметру проезжей части и дворового проезда.
1339;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);15 августа сняли асфальт с тротуара и до сих пор не положили новый
1340;Реклама на дорожном покрытии;Возле входа в метро реклама на дорожном покрытии
1341;Неисправность элементов освещения на проезжей части/тротуаре;Не горят два светильника 
1342;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Разбит тротуар
1343;Неисправный светофор;Не работает все 4 светофора (зелёный не включается даже после нажатия на кнопку).
1344;Неубранная проезжая часть/тротуар;Посторонние предметы на проезжей части.
1345;Некачественная укладка плитки на тротуаре;Провал тротуарной плитке!!!!!
1346;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1347;Нечитаемые дорожные знаки;Знаки не видно из за листвы!!!
1348;Неисправность элементов освещения на проезжей части/тротуаре;
1349;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Асфальт на дороге поврежден, много ям и выбоин
1350;Нечитаемые дорожные знаки;
1351;Реклама на дорожном покрытии;Реклама у метро
1352;Неубранная проезжая часть/тротуар;На газоне у тротуара валяется гора спиленных веток , прошу убрать ветки 
1353;Нечитаемые дорожные знаки;
1354;Некачественная укладка плитки на тротуаре;
1355;Стертая дорожная разметка;На месте ремонта участка дороги необходимо восстановить разметку
1356;Реклама на дорожном покрытии;Реклама
1357;Неубранная проезжая часть/тротуар;Тротуар на эстакаде завален мусором, в том числе строительным
1358;Неубранная проезжая часть/тротуар;Завалена мусором лестница на эстакаду
1359;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Садовнический проезд у дома №22/24с1 Глубокий провал люка смотрового колодца!!!:(((....
1360;Повреждение бордюров на проезжей части/тротуаре;Бордюрные камни демонтированы и смещены
1361;Поврежденные дорожные ограждения;Сломано
1362;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Не уложена решётка ливневой канализации
1363;Неубранная проезжая часть/тротуар;Горы песка и мусора на проезжей части, просьба принять меры к быстрой уборке.
1364;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);На тротуаре на эстакаде разрушен бетон, торчат куски арматуры
1365;Поврежденные искусственные дорожные неровности;По адресам Белозерская д. 7 и 8 находятся учреждения дошкольного и школьного образования. Между зданиями расположен пешеходный переход, с которого пропали искусственные неровности (с обоих сторон), знаки есть, а самих изделий нет. Прошу организовать работы по восстановлению искусственных неровностей.
1366;Ямы на трамвайных путях;Разошлись и сместились стыки рельсов около стрелки правого (при следовании со стороны Тверской Заставы) пути. 
1367;Неисправность элементов освещения на проезжей части/тротуаре;ЖСУ перегорел
1368;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Тот редкий случай когда траву газона не мешало бы покосить в соотв с 743-ПП на высоту 8см, а то уже желтеет трава, упала 
1369;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1370;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Ямы в заплатке
1371;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1372;Неубранная проезжая часть/тротуар;У магазина Сантехника
1373;Стертая дорожная разметка;Пешеходный переход у метро стерта размеика
1374;Реклама на дорожном покрытии;У школы на Сивашской 2 реклама
1375;Нечитаемые дорожные знаки;
1376;Неубранная проезжая часть/тротуар;много опор освещения по Чермянскому проезду загрязнено незаконными объявлениями
1377;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Газон при станции мкц как при засухе
1378;Неубранная проезжая часть/тротуар;Территория не убирается от птичьего помета. Прошу привести территорию в надлежащее санитарное состояние
1379;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Глубокие ямы на дороге возле трамвайных путей, но не на самих путях. Часть глубоких ям заполнена водой
1380;Неубранная проезжая часть/тротуар;
1381;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просел асфальт вокруг люка 
1382;Неубранная проезжая часть/тротуар;Вся за дорожка в бычках 
1383;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Многочисленные ямы на тротуаре и на проезжей части дороги возле трамвайных путей
1384;Неисправность элементов освещения на проезжей части/тротуаре;
1385;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Добрый день. Заезженный,без травяного покрова газон.См.фото.Эффективность работ по рыхлению грунта и кормлению семенами голубей нулевая. За летний период травяной покров так и не был восстановлен.Пока по газону будет кататься транспорт, проблема будет всегда.Делайте выводы.
1386;Стертая дорожная разметка;"Отсутствует разметка ""зебра""пешеходного перехода, на нерегулируемом пешеходном переходе."
1387;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1388;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1389;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Провал асфальта в районе колонки
1390;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1391;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;На бульваре Адмирала Ушакова, напротив здания Адмирала Ушакова, 18 б. на дереве снова находится рекламный листок. Просьба решить проблему. Видимо хозяева данного объявления никого и ничего не бояться.
1392;Неубранная проезжая часть/тротуар;Территория переулка рядом с ул. Б. Полянкой не убирается
1393;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просел асфальт на люках канализации на улице Смольная напротив домов номер 24-20 при движении в сторону улица Фестивальная
1394;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1395;Неубранная проезжая часть/тротуар;Здравствуйте! Бытовой мусор и пересохшее сено.
1396;Неисправный светофор;"Не работает светофор на переходе у остановки ""Платформа Петровско-Разумовская"""
1397;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Здравствуйте, на пешеходном тротуаре провалился асфальт образовалась яма, в яме собирается грязная вода после дождя препятствуют движению пешеходов
1398;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1399;Реклама на дорожном покрытии;Реклама около д. 2, рядом в входом в подземный переход.
1400;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Провал люка
1401;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Ненадлежащий уход за зелеными насаждениями
1402;Нечитаемые дорожные знаки;
1403;Неубранная проезжая часть/тротуар;Переулок, особенно парковочные карманы, убирается плохо
1404;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Асфальт на тротуаре разрушен
1405;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;"Здравствуйте! Проведите санитарную обрезку засохших веток деревьев, растущих вдоль дороги. Выполните работы в соответствии с пунктом 3.6.8. ПП-743 ""Срезы ветвей и места повреждений следует зачистить и покрыть садовым варом или закрасить масляной краской под цвет ствола.» "
1406;Неубранная проезжая часть/тротуар;Территория никогда не убирается, кругом горы мусора!
1407;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Трещины на тротуаре.
1408;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Временный настил на тротуаре деформирован, доски с гвоздями опасно торчат
1409;Неисправность элементов освещения на проезжей части/тротуаре;Частично повреждена- разрушена до арматуры бетонная опора уличного освещения у разворотного трамвайного круга на пересечении ул героев панфиловцев и бульвара Яна Райниса 
1410;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Старый гнилой пень на газоне у пешеходного тротуара со стороны д.47
1411;Стертая дорожная разметка;Здравствуйте! Отсутствует разметка пешеходного перехода и машины не снижают скорость.
1412;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Провал на тротуаре
1413;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Провалилась карта. 
1414;Противоречия при установке дорожных знаков;По 5 парковой улице добавили парковочные места, но не актуализировали знаки, согласно новой разметке. Исправьте, пожалуйста, проблему, так как согласно ПДД на новых местах парковаться запрещено при текущих знаках.
1415;Неубранная проезжая часть/тротуар;Тротуар не убран.
1416;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1417;Стертая дорожная разметка;Стертая дорожная разметка
1418;Неисправность элементов освещения на проезжей части/тротуаре;Подбить и наклонен столб
1419;Поврежденные искусственные дорожные неровности;снесены столбики выделяющие пешеходную зону и стоит автомобиль
1420;Поврежденные/неправильно установленные дорожные знаки;Просьба заменить знак 3.27 на новый.
1421;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Прошу устранить проблему.
1422;Неубранная проезжая часть/тротуар;Мусор!
1423;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Пень на газоне у проезжей части ул. Свободы 
1424;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1425;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Вытоптан и заезжен газон. 
1426;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Большое сухое дерево на газоне у парковочных карманов с четной стороны улицы
1427;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1428;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Здравствуйте, Прошу Вас привести в порядок территорию вокруг колодца,расположенного сзади дома 24 по Кастанаевской улице  С уважением,инвалид колясочник,Петрова Т.Л
1429;Некачественная укладка плитки на тротуаре;Что-то тут не так. Прошу исправить.
1430;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1431;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1432;Неисправный светофор;Неисправен «зелёный отсчёт» пешеходам. 
1433;Поврежденные дорожные ограждения;Установленные некоторое время назад на тротуаре бетонные конусы для предотвращения движения автомобилей через тротуар в настоящее время немного перемещены и своей функции не выполняют. Недобросовестные автомобилисты снова возобновили практику езды через тротуар.
1434;Неисправный светофор;Не исправен светофор, стрелка налево (на новоарбатский мост) работает вместе с разрешающим сигналом для пешеходов.
1435;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Здравствуйте, на пешеходном переходе находятся ямы и выбоины, в ямах собирается грязная вода после дождя препятствует движению пешеходов
1436;Повреждение бордюров на проезжей части/тротуаре;Здравствуйте, на пешеходном переходе повреждены бордюрные камни
1437;Стертая дорожная разметка;Здравствуйте, стерта дорожная разметка. В связи с этим требуется привести пешеходный переход в удовлетворительное техническое состояние
1438;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1439;Неубранная проезжая часть/тротуар;На четной стороне улицы Генерала Белова около домов 26, 28к1, 28к2 на тротуаре не убрана земля после укладки газона. Дополнительно каждый день здесь проезжает трактор с поливалкой, после чего образуется непролазное болото из грязи.
1440;Поврежденные дорожные ограждения;Повреждено ограждение. 
1441;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Около магазина просадка асфальтобетонного покрытия и люка
1442;Некачественная укладка плитки на тротуаре;На тротуаре, где выезд из двора, плитка очень сильно «гуляет». Если во время дождя на неё наступить, из-под неё вырвется фонтан грязи. 
1443;Повреждение бордюров на проезжей части/тротуаре;Отсутствует бордюр на пешеходном тротуаре вдоль нечетной стороны проезжей части ул. Свободы 
1444;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Проведите, пожалуйста, санитарную обрезку деревьев у дома 33-39 и 26.
1445;Некачественная укладка плитки на тротуаре;Расшаталась плитка!
1446;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Яма
1447;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1448;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Ямы
1449;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1450;Реклама на дорожном покрытии;Реклама
1451;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);На проезжей части образовался провал на ранее тремонтированном участке. Устраните, пожалуйста.
1452;Неубранная проезжая часть/тротуар;Уже на протяжении полугода, жильцы одной из квартир(расположенной, этажами выше первого) сливают нечистоты(мочу) в окно. Зловоние распространилось настолько сильно, что резкий запах проникает в квартиры на первых этажах. Сложившаяся ситуация нарушает нормы СанПиН и несет угрозу здоровью жителей. Просьба принять меры.
1453;Неисправность элементов освещения на проезжей части/тротуаре;Просьба убрать данные провода.
1454;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1455;Противоречия при установке дорожных знаков;В указанном месте Северо-Западной хорды, между поворотом на Троекуровский проезд и слиянием с Рябиновой улицей, установлен знак 3.1 «Въезд запрещён», который вынуждены игнорировать все проезжающие по хорде в сторону Озёрной улицы. Как видно на фото, никакой возможности выехать на встречную полосу или т.п. в этом месте всё равно нет.
1456;Некачественная укладка плитки на тротуаре;Расшаталась плитка!
1457;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Выбоины
1458;Повреждение бордюров на проезжей части/тротуаре;Бордюр стесался
1459;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Повреждена решётка слива
1460;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Выбоина
1461;Поврежденные/неправильно установленные дорожные знаки;"Нет дорожных знаков 5.19.1 и 5.19.2 ""Пешеходный переход"""
1462;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Прошу осуществить санитарную обрезку сухой вершины дерева, расположенного на южной стороне 3-й улицы Соколиной Горы, примерно в районе здания #27, корпус 33 по улице Буракова.
1463;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Люк
1464;Некачественная укладка плитки на тротуаре;
1465;Стертая дорожная разметка;Отсутствует разметка пешеходного перехода.
1466;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просадка люка
1467;Некачественная укладка плитки на тротуаре;Нарушено покрытие тротуара
1468;Просадка люка/Незакрытый люк на проезжей части/тротуаре;"Здравствуйте Прошу Вас привести в порядок колодец,расположенный на тротуаре возле магазина ""МАГНОЛИЯ"" по адресу ул Сеславинская,24  С уважением,инвалид-колясочник,Петрова Т.Л."
1469;Реклама на дорожном покрытии;Реклама на тротуаре. 
1470;Некачественная укладка плитки на тротуаре;Не качественная укладка плитки на тротуаре, плитка уложена не ровно!
1471;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просадка люка
1472;Неисправность элементов освещения на проезжей части/тротуаре;"На пешеходной дорожке от АЗС вдоль гаражей и территории ГУП ""Мосводосток"" в светильниках отсутствуют защитные стёкла, в одном светильнике лампа не вкручена в патрон, а примотана к нему изолентой. Лампа ДНаТ при работе нагревается до 250-300 гр. Цельсия, изолента вверху почернела и скоро расплавится или рассыпется, а лампа упадёт на пешехода."
1473;Неубранная проезжая часть/тротуар;На дороге лежать огромные кучи земли, лежат уже с пятницы
1474;Поврежденные/неправильно установленные дорожные знаки;"Выцвел дорожный знак ""Главная дорога""!"
1475;Поврежденные/неправильно установленные дорожные знаки;Крутой поворот 
1476;Нечитаемые дорожные знаки;Грязь на знаке
1477;Поврежденные/неправильно установленные дорожные знаки;Знак искривлен. Водители его не замечают
1478;Подтопление на проезжей части/тротуаре;Несколько лет стоит лужа на стыке 2 Хвостов переулок и ул. Большая Якиманка. Требуется переложить нормально асфальт, чтобы лужи больше в переулке не было, и она утекала на Большую Якиманку с переулка. Фото результата работы прошу выложить после дождя - не в сухую погоду, иначе обращение повторю снова и снова.
1479;Нечитаемые дорожные знаки;Грязь на знаке
1480;Реклама на дорожном покрытии;"На тратуаре с обеих сторон на протяжении всей улице новотетерки, а также на аллее вдоль жк ""большое кусково"""
1481;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Яма у другого люка так и осталась
1482;Реклама на дорожном покрытии;Реклама на тротуаре
1483;Противоречия при установке дорожных знаков;Дорожный знак установлен только прямо а есть поворот направо во двор
1484;Поврежденные дорожные ограждения;Верните, пожалуйста, ограждающие тумбы на место, т.к. машины заезжают на пешеходные тротуар.
1485;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Заделайте и заасфальтируйте яму
1486;Неубранная проезжая часть/тротуар;Щебень на дороге
1487;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Дорожное покрытие с большими ямами.
1488;Неубранная проезжая часть/тротуар;Это свалка что ли?
1489;Неубранная проезжая часть/тротуар;Кошмар, как грязно!
1490;Повреждение бордюров на проезжей части/тротуаре;Добрый день! Прошу выполнить ремонт бордюрного камня в посёлке!
1491;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;«Упавшее дерево распилено и частично (остаток на фото) вывезено. Представитель Жилищника обещала прислать бригаду для спила оставшихся 6 (шести) сухих деревьев, три из которых представляют угрозу не только для гуляющих. При падении они оборвут линию уличного освещения. ».
1492;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Вытоптанный газон Мусор 
1493;Неубранная проезжая часть/тротуар;
1494;Нечитаемые дорожные знаки;вообще не видно знаков!!! 
1495;Реклама на дорожном покрытии;Реклама на тротуаре
1496;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1497;Неубранная проезжая часть/тротуар;Прошу стереть вандальныне надписи, прошу именно стереть а не закрашивать. Либо найти тех кто сделал эти граффити и за их счёт заменить плитку на новую!
1498;Неисправный светофор;На стройке экскаватор задел провода ковшом и отключил светофор, необходимо срочно исправить, иначе будет дикая пробка
1499;Некачественная укладка плитки на тротуаре;Просадка плитки
1500;Некачественная укладка плитки на тротуаре;Некачественная укладка плитки
1501;Неисправный светофор;Развёрнут транспортный светофор.
1502;Неисправность элементов освещения на проезжей части/тротуаре;Не горит свет
1503;Некачественная укладка плитки на тротуаре;Некачественная укладка плитки
1504;Неисправность элементов освещения на проезжей части/тротуаре;У почти всех фонарей при съезде с дороги разбиты и оторваны защитные стёкла, часть фонарей ночью горит тускло-синим светом.
1505;Неисправность элементов освещения на проезжей части/тротуаре;
1506;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Люк просто прикрытием железом
1507;Ямы на трамвайных путях;Многочисленные ямы на трамвайных путях
1508;Поврежденные/неправильно установленные дорожные знаки;Знак выцвел.
1509;Поврежденные/неправильно установленные дорожные знаки;
1510;Просадка люка/Незакрытый люк на проезжей части/тротуаре;лук гремит при наезде 
1511;Просадка люка/Незакрытый люк на проезжей части/тротуаре;лук гремит при наезде 
1512;Реклама на дорожном покрытии;реклама на покрытии 
1513;Противоречия при установке дорожных знаков;На сайте ЦОДД указано, что территория размеренная под парковку попадает под зону действия знака 3.27. Это вводит в заблуждение водителей, которые оставляют там свои ТС.
1514;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Люк просел
1515;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);
1516;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Яма
1517;Поврежденные/неправильно установленные дорожные знаки;
1518;Поврежденные дорожные ограждения;Добрый день! От ограждения уцелел только кусок и он больше похож на хлам. Ржавое, грязное и почти не заметное ночью!
1519;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Ямы и выбоины на перекрёстке, пешеходный переход
1520;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);На съезде с Киевского шоссе (из области) на МКАД в сторону запада сильно разбит асфальт: выбоины, сильно выпирают мостовые стыки, в середине съезда широкая трещина. Так по всему съезду.
1521;Просадка люка/Незакрытый люк на проезжей части/тротуаре;лук гремит при наезде
1522;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Убедительная просьба устранить просело дорожное покрытие образовался трамплин при проезде подпрыгиваешь на проезжей части.
1523;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
1524;Повреждение бордюров на проезжей части/тротуаре;Не восстановлен поврежденный и утраченный бордюрный камень в ходе проведения работ по сообщению №25848956
1525;Повреждение бордюров на проезжей части/тротуаре;Выбит бордюр вдоль тротуара.
1526;Неубранная проезжая часть/тротуар;Перевернута урна на пересечении 1й Тверской-Ямской и ул. Гашека
1527;Неубранная проезжая часть/тротуар;При входе в парк Грачевка со стороны Зеленоградской улицы очень грязно. Территория убирается плохо. Решите проблему.
1528;Неубранная проезжая часть/тротуар;просьба убрать мусор
1529;Неубранная проезжая часть/тротуар;Мусор не убирают. Возьмите территорию под контроль.
1530;Неубранная проезжая часть/тротуар;Под окнами домов 27 и 12, стоящих вдоль Партизанской улицы, разбросан мусор.
1531;Неубранная проезжая часть/тротуар;Не санкционированные рекламные объявления на столбах вдоль трамвайных путей 
