;Локальная тема;Описание
1300;Некачественное содержание мусоропровода;Засорился мусоропровод
1301;Повреждение электропроводки/щитового оборудования;Отвалилась крышка щитка (5-й этаж у лифтов)
1302;Неисправность элементов освещения;Не горит лампа освещения над электрическими ящиками
1303;Повреждение электропроводки/щитового оборудования;Отогнут край двери в электрощитовой на первом этаже.
1304;Неубранный подъезд;Добрый день! Опять не убрано в подъезде, около входа и лифта тоже грязно. Подметание и влажная уборка не проводится. Прошу убрать подъезд, согласно указанному расписанию на информационном стенде. 
1305;Поврежденные лестницы;Трещины в лестнице на пролете у 5 этажа.
1306;Неисправность/повреждение входной двери/домофона;Плохо работает магнитный замок на входной двери в подъезд. Дверь приходится тянуть двумя руками.
1307;Неисправность/повреждение дверей в местах общего пользования многоквартирного дома;В доме идёт капитальный ремонт, тамбурную дверь (между входной и коридором) закрыть не возможно! Прошу поменять притвор на тамбурной двери. Холода и осень впереди 
1308;Поврежденные лестницы;Добрый день. Лестница между этажами в находится в неудовлетворительном состоянии. Бетонный пол во многих местах разбит, до арматуры, куски отбитого бетона разбросаны по лестнице. Представленные фотографии от 19 и 20 августа 2020 г.».
1309;Неубранный подъезд;Влажная уборка с 5 по 1 этаж не пооищводится
1310;Некачественное содержание мусоропровода;На -1 этаже находится комната с установленным в ней контейнером сбора мусора, контейнер и комната в которой он находится - в антисанитарном состоянии, вывоз мусора недостаточно часто, контейнер стоит один, хотя он за пол дня заполняется и переполняется. Просьба добавить ещё контейнер, место для этого там есть! и делать вывоз мусора чаще!
1311;Несанкционированные объявления, надписи и рисунки на фасадах;
1312;Поврежденный козырек подъезда;нижняя плоскость козырька повреждена
1313;Неубранный подъезд;В подъезде не убираются совсем. На звонки не реагируют. Иногда моют первый этаж и то очень редко. Информации об уборке подъезда нет. Грязь на всех этажах.
1314;Неисправность элементов освещения;Не горит лампа в межквартирном холле
1315;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;
1316;Некачественное содержание/неисправность лифта;Грязная панель в лифте, подтеки.
1317;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Штукатурка у двери (входной которая ведёт к квартирам ) вся отлетела . Устраните проблему . (Сыпется) 
1318;Неубранный подъезд;Мусор на 2м этаже рядом с мусоропроводом
1319;Некачественное содержание мусоропровода;Не закрывается ковш на 4 этаже
1320;Неисправность систем пожаробезопасности;Повешаны таблички с нарушением требований безопасности, устранить и повесить правильно по стандарту
1321;Некачественное содержание мусоропровода;Ковш мусоропровода на нашем этаже (3 этаж) неисправен. Прошу отремонтировать.
1322;Повреждение кровли (крыши);На мое сообщение в июне 2020, №26015571, был дан ответ и даже составлен акт уб устранении нарушения. Однако нарушение не устранено, дерево растет на крыше вентиляционной шахты, разрушая кирпичную кладку со всеми вытекающими последствиями. Необходимо устранить нарушение и приложить помимо акта еще фото с места проведенных работ, на чем я настаиваю.
1323;Неисправность/повреждение входной двери/домофона;Домофон и дверь поменяли, а провода оставили торчать и кнопка уже вываливается. И ключи-локеры не выдали - требуют деньги.
1324;Неубранный подъезд;Мусор у мусопроводов с 3 по 1 этаж.
1325;Некачественное содержание подвальных и чердачных помещений;Дверь в подвал не закрывают на замок, она постоянно открыта, подтопление в подвале не устранено, а только увеличивается, продух сломан и не закрыт сеткой.
1326;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;4-й этаж наружная стена падает штукатурка от стены (огромными кусками),внизу находится подъезд ! Устраните проблему !
1327;Некачественное содержание/неисправность лифта;В 9 секции дома по адресу: Цимлянская д.3 корп.1 ужасно скрипят лифты, при движении кабина лифта дергается и судя по звукам задевает стенки шахты. Особенно это ощущается в маленьком лифте. Скрип лифта слышен даже в квартирах. Прошу Вас разобраться с данной проблемой. Обращения в Управляющую компанию просто закрываются
1328;Повреждение электропроводки/щитового оборудования;Проводится капитальный ремонт в доме, идет затирка стен в подъезде несмотря на то, что в подъезде гроздьями висит проводка, к моей квартире от щитка времянка. Никто и не думает устранять. Говорят, что уже кто-то подписал исполнение электрики в рамках капитального ремонта.Заявки 331513327 от 03.05.20, №2603724 не исполнены. Прошу помочь.
1329;Несоблюдение плановых сроков подключения/отключения горячего водоснабжения;Несоблюдение сроков отключения горячей воды! Официальное отключение воды было назначено с 06.08.20 до 16.08.20. Сегодня уже 20.08.20 воды в кране горячей воды НЕТ! Прошу разобраться с проблемой! Спасибо)
1330;Неисправность элементов освещения;
1331;Неисправность/повреждение дверей в местах общего пользования многоквартирного дома;Отсутствуют доводчик двери на 12 этаже 6 подъезд
1332;Некачественное содержание/неисправность лифта;В лифте ужасный запах. Пахнет мочой. Прошу провести уборку.
1333;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Отвалился кусок стены вместе с дранкой и краской. Между квартирами 72 и 73
1334;Некачественное содержание/неисправность лифта;Уже третий раз с момента ввода в эксплуатацию не работает лифт. Старый лифт работал без нареканий долгие годы. 
1335;Несанкционированные объявления, надписи и рисунки в подъезде;
1336;Некачественное содержание/неисправность лифта;Пассажирский - исправна одна лампочка из двух, грузопассажирский - одна из четырёх
1337;Несоблюдение плановых сроков подключения/отключения горячего водоснабжения;Сегодня 20.08.2020 отключили холодное и горячее водоснабжения. БЕЗ ПРЕДУПРЕЖДЕНИЯ!!!!!
1338;Неисправность/повреждение входной двери/домофона;
1339;Неисправность элементов освещения;
1340;Поврежденные лестницы;На входной группе подъезда 3 на нижней ступени у противоскользящего алюминиевого уголка оторвана резиновая вставка (пластина) - прошу произвести ремонт 
1341;Некачественное содержание/неисправность лифта;Не работают лифты уже два дня!!!
1342;Неубранный подъезд;Ремонт в доме затянули на не определенное время. Грязь на всех этажах и лифте. Качество ремонта оставляет желать лучшего. Батареи и полотенцесушители установлены только в 30% квартир. Работу выполняют не квалифицированный персонал. Прошу принять меры к подрядной организации для осуществления надлежащего выполнения своих обязательств.
1343;Несанкционированные объявления, надписи и рисунки в подъезде;
1344;Некачественное содержание/неисправность лифта;Не работает освещение в кабине лифта
1345;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;осыпается бетон с эркера 2-ого этажа, а также из швов между панелей дома
1346;Ненадлежащее выполнение работ по капитальному ремонту в доме;"Здравствуйте! Локальной сметой по ремонту МОП после проведения иных работ по капремонту, прошедшей через ГАУ ""Мосгосэкспертиза"" и утверждение ТУ ВАО ФКР, предусмотрена гладкая облицовка стен всех подъездов керамической глазурованной плиткой для внутренней облицовки и окрашивание стен моющейся ПВА краской... Необходимо, провести утверждённые работы!"
1347;Некачественное содержание подвальных и чердачных помещений;Добрый день! В подъезде № 14 регулярно подтапливается щитовая, полуподвальное помещение. Согласно письму зам.префекта СЗАО В.А.Муляева № 12-04-6706/20 от 19.08.20 были проведены герметизация фасада, гидроизоляция и пр. работы. Но вода все равно скапливается после дождей. Жильцы нашего подъезда неоднократно жаловались. Просим разобраться!
1348;Некачественное содержание/неисправность лифта;Лифты ужасно скрипт при открывании/закрывании дверей и особенно сильно скрипит тот, что справа.Постоянная грязь везде, особенно на полу в углах. Годами не чистится и не моется. Только по центру. А углы никто не трогает при уборке.
1349;Неисправность элементов освещения;"Добрый день! 04.08.20 направлено обращение в ГБУ ""Жилищник района Чертаново центральное"". Неисправен 21 элемент освещения, отсутствуют частично плафоны. По итогам получено письмо без номера, даты и подписи отв лица. Акт отсутствует. Также не все неисправности устранены. Является ли зона около квартир ответственностью Жилищника? Спасибо"
1350;Сломанные почтовые ящики;В результате проводимого кап.ремонта, нам уже неделю не доставляют или доставляют с перебоями почту. Хотела бы уточнить а как вообще предполагается в так расположенные ящики доставлять почту???
1351;Неубранный подъезд;Подъезд в ужасном состоянии. Приведите в порядок. (Извините за качество фоток).
1352;Неисправность элементов освещения;На 11 этаже перегорела лампа освещения в коридоре, где мусоропровод. Исправьте, пожалуйста, проблему.
1353;Несанкционированные объявления, надписи и рисунки на фасадах;
1354;Неубранный подъезд;В связи с проводимым кап.ремонтом мы живем в полевых условиях. По лестничным пролетам передвигаться не реально. Жильцы каждый день сами вечером хоть слегка выметают подъезды, но складированные стройматериалы и мусор не убираются уже 2 недели.
1355;Неисправность систем пожаробезопасности;На внутреннем противопожарном водопроводе отсутствуют рукава. Краны в шкафу внутреннего противопожарного водопровода не открываются.
1356;Незаконное проживание мигрантов в местах общего пользования многоквартирного дома;В подвале жилого дома незаконно проживают мигранты
1357;Сломанные почтовые ящики;Подьезд в ужасном состоянии.Почтовые ящики с момента постройки дома.
1358;Некачественный текущий ремонт;после проведенного Жилищником летом 2020года косметического ремонта в подьезде 1 по адресу: город Москва, ул Маршала Тимошенко д26 остались испачканными в краске пол и двери квартир.
1359;Неубранный подъезд;Мусор лежит неделями, грязь, вонь, завелись мошки. Просьба устранить проблему.
1360;Неубранный подъезд;2 недели не убирается площадка возле приёмника мусоропровода между 4 и 5 этажами
1361;Неубранный подъезд;Сегодня так убрали подъезд, вонь жуткая! Буд то этой тряпкой общественный туалет до этого мыли. Под лестницей вообще грязь вековая.
1362;Некачественное содержание подвальных и чердачных помещений;Около двух месяцев в подъезде дома вонь и очень высокая влажность. Причина: постоянные засоры выпускной канализации в подвале. Повал залит фекалиями. Обращения в «Жилищник района Академический» результата не дают. Обращались 10.08.2020 с приложением 15 фото. Сегодня, 20.08, в подвале огромные лужи воды и фекалий. Антисанитария. Просим принять меры
1363;Некачественное содержание мусоропровода;Забит мусорпровод
1364;Некачественное содержание/неисправность лифта;В нашем подъезде у лифта нет подсветки кнопки вызова кабины, сама кнопка вызова не проваливается, поэтому непонятно вызван лифт или нет. Очень медленный ход, а также нет светящегося табло, на каком этаже находится лифт. В самой кабине лифта та же самая проблема: кнопка не проваливается и не светится. Кабина лифта в ужасном состоянии!!!
1365;Некачественный текущий ремонт;При проведении текущего ремонта козырька 2 подъезда асфальт под козырьком заляпан белой краской. Ввиду того, что выход на козырек осуществлялся через окно на лестничном пролете между 1 и 2 этажом, стена под окном испачкана следами обуви рабочих. Дверь подъезда испачкана белой краской. Просьба очистить асфальт, стену и дверь.
1366;Некачественный текущий ремонт;
1367;Неубранный подъезд;
1368;Неисправность элементов освещения;
1369;Некачественный текущий ремонт;Некоторое время назад УК произвела покраску двери в подземный паркинг. Дверь была окрашена некачественно, цвет краски подобран неточно, дверь окрашена неполностью с разводами. Прошу окрасить дверь качественно
1370;Неисправность элементов освещения;Перегорела лампочка 
1371;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;В тамбуре подъезда 2 дома 2 корпус 1 по Моршанской улице по проекту должна быть напольная, плитка. УК Городская не производит надлежащий текущий ремонт напольного покрытия. Как видно из фото - на полу ямки. Наляпанное цементом раскрошилось уже давно и создает травмоопасную ситуацию для жителей.
1372;Неисправность элементов освещения;Над входом в подъезд №3 перегорела лампочка
1373;Поврежденные лестницы;3 подьезд 15 этаж
1374;Отсутствие/повреждение указателей с наименованием улицы и номером дома;Указатель номера дома испорчен.
1375;Неубранный подъезд;
1376;Неубранный подъезд;Грязная дверь с двух сторон
1377;Некачественное содержание/неисправность лифта;В правом лифте отсутствует предусмотренная конструкцией лифта фоторамка во всю высоту прохода. Вместо нее установили фотодатчик не предусмотренный заводом изготовителем. Теперь лифт постоянно заедает велосипеды и каляски.
1378;Неубранный подъезд;Уборка подъезда только раз в неделю. Последняя уборка была 13 августа. Первый этаж через два на третий день.
1379;Неисправность/повреждение пандуса;Добрый день. Месяц назад нам якобы «улучшили» пандус для колясок. Непонятно для кого лучше стало, сколотили из досок для инвалидного кресла которое проехало по пандусу раза два,а мамочкам с колясками несколько раз в день надо по этому ужасу спускать и поднимать коляску, скоро начнутся дожди, начнут все падать и расшибать головы.И колёса не проходят
1380;Протечка в подъезде;Козырек течет при дождях, стены покрыла плесень. Необходимо устранить подтеки и плесень
1381;Некачественный текущий ремонт;Это конечный результат капитального ремонта дома??? Прошу дать информацию о проведённых работах и стоимости по ним, для обращения в прокуратуру по данному ремонту. Стены в безобразном виде (дыры, трещины, покраска). Если это не законченный ремонт, то сколько времени нужно для завершения ремонта, который длится больше двух лет.
1382;Повреждение электропроводки/щитового оборудования;Дыра над электрощитом на первом этаже в подъезде 16 прямо напротив входа в подъезд. Крышку вчера (19.08.20) кто-то снял сразу после осмотра щита электриком ЖЭКа по поводу жалоб на постоянное открытие дверцы щита посторонними.
1383;Неубранный подъезд;Добрый день! Не знаю куда обращать с данной проблемой, не знаю почему моя семъя должна платить за кап. ремонт и за уборку подьезда, если подъезд напоминает свинарник, окна старые, жутко грязные, лестничные клетки в подъезде не убираются, за время пандемии обрабатывали не более двух раз!
1384;Несоблюдение плановых сроков подключения/отключения горячего водоснабжения;Нет горячей воды больше недели. УК только обещает дать, но неизвестно когда это будет.
1385;Некачественное содержание/неисправность лифта;В грузовом лифте 1-го подъезда неисправен светильник. Прошу заменить
1386;Некачественное содержание/неисправность лифта;В пассажирском лифте неисправны двери. Прежде чем лифт тронется с места он несколько раз откроет и закроет двери. Иногда приходится прыгнуть, чтобы лифт поехал. Неоднократно оставляла заявку через кнопку связи из кабины. Говорят мастер приходит, но лифт так и не работает исправно. Остро ощущаю эту проблему на 6 и 1 этажах. 
1387;Неисправность элементов освещения;
1388;Несанкционированные объявления, надписи и рисунки на фасадах;
1389;Отсутствие/повреждение указателей с наименованием улицы и номером дома;Не горит подсветка указателя на торцевой стене 
1390;Неисправность элементов освещения;Уже больше месяца на 3 этаже перегорела лампа и нет света.
1391;Некачественное содержание/неисправность лифта;
1392;Некачественное содержание подвальных и чердачных помещений;Прорыв трубы теплоснабжения. Затоплен подвал. 
1393;Неубранный подъезд;Хлам под лестницей, в подъезде стоит вонь и бегают клопы!
1394;Некачественное содержание мусоропровода;Необходимо прочистить мусоропровод. Фото этаж 14. Засор 1-3 этажами ниже
1395;Неубранный подъезд;Лестничный пролет между 6м и 7м этажами, - крупногабаритный пожароопасный мусор. Угроза пожарной безопасности. Правила противопожарного режима в РФ гласят, что загромождать эвакуационные пути и выходы (в том числе проходы, коридоры, тамбуры, галереи, лифтовые холлы, лестничные площадки, марши лестниц, двери, эвакуационные люки) запрещено.
1396;Неубранный подъезд;В подъезде на этажах 1,2,3 давно не проводилась сухая и влажная уборка. 
1397;Ненадлежащее выполнение работ по капитальному ремонту в доме;В связи с ремонтом работники уничтожают имевшееся напольное и настенное покрытие. Это вредит установленным дверным коробкам квартир, они повисают в воздухе или просто лишаются одной стены, как опоры. По окончанию ремонта, остаются зазоры между полом и новой плиткой (фото1), одни из работников предложено в зазор железочку подложить.Прощу разобраться
1398;Несоблюдение плановых сроков подключения/отключения горячего водоснабжения;Добрый день! В какие даты запланировано отключение горячей воды в нашем доме? на сайте mos.ru 11 августа 14:00 –21 августа 13:59 (10 суток). Воду еще не отключали. Спасибо г. Москва, ул. Кировоградская, д. 20, корп. 2
1399;Несанкционированные объявления, надписи и рисунки в подъезде;
1400;Некачественное содержание/неисправность лифта;3 подъезд стоит лифт
1401;Неисправность систем пожаробезопасности;Пожарный выход. Дверь изнутри не открывается!!! Не первый раз уже!!! Речь идёт о безопасности жильцов!!! Лифт работает через раз. Из подъезда не выйти. Почините дверь, чтобы не ломалась. Буду писать в другие организации
1402;Неубранный подъезд;На 1 этаже уже долгое время стоят стекла, уберите хлам из подъезда, пожалуйста
1403;Некачественное содержание/неисправность лифта;"Прошу устранить скрежет пассажирского лифта на 1 и 7 этажах при открывании и закрывании дверей; грузового на 6 этаже"
1404;Неисправность элементов освещения;Перегорела лампа в светильнике в лифтовом холле -1 этажа
1405;Неисправность элементов освещения;Опять перегорел светильник 3-го подъезда.
1406;Повреждение электропроводки/щитового оборудования;Проводку, как на фото убрали, а дальше не надо? Уберите пожалуйста всю проводку в короба.
1407;Неубранный подъезд;Уже не первый раз жалуемся на отсутствие уборки в подъезде. Раз в неделю, максимум, уборщица моет полы только перед лифтом, на видимом пространстве. За углом от лифта, а так же лестницы не моют совсем. Данные коробки стоят уже 10 дней.
1408;Повреждение электропроводки/щитового оборудования;Постоянно открыт щиток. Пломбы сорваны. Мы УК постоянно пишем, но они не могут повесить замок. Возможно незаконное подключение. Любой недоброжелатель может сделать короткое замыкание или подключение незаконное.
1409;Незаконное проживание мигрантов в местах общего пользования многоквартирного дома;В помещении консьержа опять заселились мигранты. Печать сорвана со двери. Входят и через боковую дверь дома. Просьба отреагировать. Иначе будет подано обращение в прокуратуру
1410;Неубранный подъезд;В подъезде, со стороны пожарной лестницы подъезда, очень грязные окна с уличной стороны на всех этажах подъезда.
1411;Поврежденные окна;Большая щель при закрытии окна. Верхняя ручка не работает - может заржавела. Надо готовиться к зиме.
1412;Некачественное содержание/неисправность лифта;Не работает индикатор этажей у лифта
1413;Некачественное содержание подвальных и чердачных помещений;Добрый день. В подъездах дома периодически появляется неприятный запах, как от засора, а в подвале стоит вода. Много комаров и мошек. Пожалуйста, устраните неисправности.
1414;Неубранный подъезд;Второй день пол на первом этаже весь толи в посёлке, то ли в цементе, уборщица пришла, веником показала не соизволив вымыть!
1415;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;
1416;Неубранный подъезд;Было предыдущее сообщение от супруга о том, что двери в подъезде не моют совсем. Как итог- просто покрасили краской по старой грязи. Ручка ,в разгар covid ни разу не мылась. Надпись на стене меньше видно не стало. Вы хотите обращений в управу?? Обратите внимание на халатное отношение ваших сотрудников. Не нужно делать лишь бы как , «для галочки». 
1417;Неубранный подъезд;Не убран мусор на 24-25 этаже в подъезде 4
1418;Некачественное содержание/неисправность лифта;Выломана кнопка 16 этажа в маленьком лифте
1419;Несоблюдение плановых сроков подключения/отключения горячего водоснабжения;Несоблюдение сроков отключения горячей воды! По графику с 7 по 17 августа. Сейчас уже 20.08 и вода не включена. Плюс ко всему отключили холодную воду!!! Без объявления!!! Ужасно относитесь к жителям данного дома! Люди рассчитывают на воду!!! А ведь есть семьи с маленькими детьми и грудничками!
1420;Некачественное содержание мусоропровода;
1421;Некачественное содержание/неисправность лифта;Замените лампы в лифте
1422;Неисправность элементов освещения;На 2ом этаже не работает плафон.между 2-3 плафона нет вообще.переодически свет неработает во всем подьезде.
1423;Некачественный текущий ремонт;После замены окон и труб отопления в подъезде уже более полугода не заделать подоконники, межетажные перекрытия в месте прохода труб. А также косметический ремонт потолков уже начинает отваливаться. Также при проведении ремонта канализации через стены подъезда нн были закрашены участи стен, через которые проводился ремонт.
1424;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Нет куска плитки уже много месяцев, ремонт не производится
1425;Несоблюдение плановых сроков подключения/отключения горячего водоснабжения;по адресу борисовские пруды д.34, к.2 постоянно происходит отключение горячей воды, а сегодня вообще отключили всю воду, объявления не когда не вешают об отключении, как ГБУ Жилищник на словах сообщил что воды не будет до 18 часов, сколько же можно уже издеваться над людьми. Профилактические работы уже закончили в июле, а это не прекращается.
1426;Несанкционированные объявления, надписи и рисунки на фасадах;
1427;Некачественное содержание мусоропровода;3 этаж. Ломается постоянно, прошу отремонтировать один раз хорошо и на долго!!!!
1428;Неубранный подъезд;Добрый день! В последние несколько месяцев у нас подъезд стал отвратительно грязным. Ни в подъезде, ни перед ним не ведется должная уборка: влажная на этажах/в лифте, перед подъездом белые разводы от чего-то рассыпанного. Видимо, это связано со сменой уборщика. Была женщина, всегда убирала, было чисто. Сейчас даже не видно, кто занимается уборкой.
1429;Некачественный текущий ремонт;Работа выполнена неудовлетворительно. Краска подобрана не в тон - темная, с разводами по фасаду и внутри подъезда. Торцы двери покрашены, где достали рукой, непрокрашены. Плинтуса покрашены по отслоившейся штукатурке, без шпаклевания. Просьба переделать по технологии и выровнять цвет (светлый) весь металлический фасад подъезда.
1430;Неубранный подъезд;У нас не приходят убираться уборщицы. Холл возле квартир является местом общего пользования, но УК не оказывает услугу. Везде грязь. 
1431;Неисправность элементов освещения;Арка между 14 и 13 подъездами. Полностью отсутствует освещение
1432;Ненадлежащее выполнение работ по капитальному ремонту в доме;Не отремонтированы/не заменены тамбурные двери.
1433;Некачественное содержание мусоропровода;Добрый день!На 11 этаже засорён мусоропровод.Просьба устранить.
1434;Неисправность/повреждение входной двери/домофона;Не работает домофон. Не запирается дверь. 
1435;Неубранный подъезд;Заходите в подъезд 4 с улицы и убираете грязь. 
1436;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Прошу привести в порядок пол на 5-м этаже в подъезде 2 дома 18К4 по ул. Байкальской. Напольная плитка отклеилась практически по всей поверхности этажа, хрустит и шатается, местами отколота.
1437;Неисправность элементов освещения;Просим повесить нормальные плафоны и сделать освещение. Сейчас прикручен на проволоку пластик. 
1438;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;
1439;Некачественное содержание/неисправность лифта;Добрый день! Просьба сообщить когда будут заменены пассажирские лифты и когда будет введен в эксплуатацию грузовой лифт. В настоящее время грузовой лифт не работает, 2 пассажирских лифта работают с перебоями. Работы по замене лифтов прекращены. Новый грузовой лифт не введен в эксплуатацию.
1440;Некачественный текущий ремонт;Ремонт как в сарае. Стыки потолка и стен выведены криво. Некачественная прокраска! 
1441;Некачественный текущий ремонт;УК сделала косметический ремонт и к сожалению это не решило проблему с проводами. Они по прежнему висят, а краска начала трескаться. Прошу помочь. Этаж 12, п.5. У нас маленькие дети и это опасно. Еще у нас в холле, где расположены квартиры лежит до сих пор линолеум. Как же так до сих пор не сделают нормальные полы в местах общего пользования. 
1442;Неисправность элементов освещения;Нет освещения в арке 
1443;Ненадлежащее выполнение работ по капитальному ремонту в доме;В результате капитального ремонта внутреннего освещения подъезда светильники не были подключены к пульту диспетчерской и включены круглые сутки на протяжении полугода, хотя на пульте производится их отключение в зависимости от степени освещённости (в дневное время). Прошу устранить неполадки и/или доделать работы. 
